Processes,Threads,Width,Height,NumSpheres,NumSamples,RenderType,MinTime,MaxTime,AvgTime
7,8,512,512,100,10,row,6.4934,13.9097,8.41724
7,8,512,512,100,10,row,5.73845,13.6779,8.24514
7,8,512,512,100,10,row,3.16359,9.95468,6.23311
7,8,512,512,100,10,row,3.7395,9.41757,6.48002
7,8,512,512,100,10,row,3.83377,9.11958,6.38182
7,8,512,512,100,10,row,3.53858,8.15358,6.18661
7,8,512,512,100,10,row,3.75828,8.84542,6.32956
7,8,512,512,100,10,row,2.00392,5.24013,3.91409
7,12,512,512,100,10,row,1.67315,10.3454,7.77517
7,12,512,512,100,10,row,1.58223,11.2614,7.86054
7,12,512,512,100,10,row,2.02042,11.4144,8.43221
7,12,512,512,100,10,row,2.78307,11.6253,8.4238
7,12,512,512,100,10,row,2.64179,11.5508,8.0479
7,12,512,512,100,10,row,2.59313,11.158,8.07029
7,12,512,512,100,10,row,2.63005,11.2409,7.98411
7,12,512,512,100,10,row,0.75775,10.6376,6.13477
7,12,512,512,100,10,row,1.00271,11.7729,8.09248
7,12,512,512,100,10,row,2.77016,10.4795,7.40581
7,12,512,512,100,10,row,1.48244,11.4325,8.16255
7,12,512,512,100,10,row,2.51397,10.706,7.34822
7,12,512,512,100,10,row,2.31177,11.8544,8.45233
7,12,512,512,100,10,row,2.56175,11.7498,7.29402
7,12,512,512,100,10,row,0.69555,9.62885,3.93334
7,12,512,512,100,10,row,2.02254,8.53514,6.40868
7,12,512,512,100,10,row,1.87969,8.70979,6.6205
7,12,512,512,100,10,row,2.12237,8.32854,6.42517
7,12,512,512,100,10,row,2.13902,8.13187,6.31562
7,12,512,512,100,10,row,2.02985,7.12512,5.47309
